"","created_at","id_str","full_text","quote_count","reply_count","retweet_count","favorite_count","lang","user_id_str","conversation_id_str","username","tweet_url"
"115","Fri Oct 20 08:56:41 +0000 2023","1.7152909321853E+18","@dagangkorea Nih ada banyak yukk di take  Price offer aja   Bisa🍊 Paylater✅️ Dom makassar https://t.co/KvDrjXxAvd","0","0","0","0","in","1.4017746652493E+18","1.7152791986451E+18","NayuDongsi","https://twitter.com/NayuDongsi/status/1715290932185309686"
"116","Fri Oct 20 08:56:19 +0000 2023","1.7152908390676E+18","Jepri, mau ki lewat mana di Makassar? Lewat Sudiang ada mi ananaka menunggu depan BTP. Lewat tol apalagi, nda nu taunya ji bar-barnya anana samping tol. Belum pi dikumpulki ngaseng njo dari Ablam, Malker, Panampu, ecece Polisi saja capek mi urusi sanging mami perang terus 😭","0","1","0","4","in","593578976","1.7152908390676E+18","rarahaitani","https://twitter.com/rarahaitani/status/1715290839067582840"
"117","Fri Oct 20 08:55:10 +0000 2023","1.7152905486539E+18","giat Sosialisasi Relaksasi Pajak dan Safety Campaign oleh Jasa Raharja Cabang Sulawesi Selatan pada Hari Jumat, 20 Oktober 2023 di PT Midi Utama Indonesia Tbk Cabang Makassar di Kawasan Industri Makassar, Jl. Kima 8 Blok SS No.23, Daya, Makassar,","0","1","0","0","in","1.0238284481821E+18","1.7152903749133E+18","JR_Sulsel","https://twitter.com/JR_Sulsel/status/1715290548653928850"
"118","Fri Oct 20 08:53:18 +0000 2023","1.7152900803348E+18","Sellz! 📢📢 CALLING FOR RIIZE COLLECTOR  Bingung nyari WL dimana?? Sini yuk join G0 RIIZE ONLY kitaa 🤗 Sering drop pisi murce2 🤩 ☑️Personal Or-der ☑️Rate Ren-dah 🇰🇷11.8🇹🇭450🇯🇵110🇮🇩3k 📍Makassar, JKT Link di rep ya @jeddongilvvvv https://t.co/zXRO91hCEn","0","1","0","0","in","1.3494870940334E+18","1.7152900803348E+18","sbtzone","https://twitter.com/sbtzone/status/1715290080334782894"
"119","Fri Oct 20 08:53:02 +0000 2023","1.7152900144255E+18","@utdfocusid I Love Football with my Greatest Team Ever @Wrexham_AFC &amp  @PSM_Makassar","0","0","0","0","en","1.675550441781E+18","1.7150193754877E+18","crzyman2709","https://twitter.com/crzyman2709/status/1715290014425501966"
"120","Fri Oct 20 08:52:48 +0000 2023","1.715289954577E+18","Kuy! 📢📢 CALLING FOR RIIZE COLLECTOR  Bingung nyari WL dimana?? Sini yuk join G0 RIIZE ONLY kitaa 🤗 Sering drop pisi murce2 🤩 ☑️Personal Or-der ☑️Rate Ren-dah 🇰🇷11.8🇹🇭450🇯🇵110🇮🇩3k 📍Makassar, JKT Link di rep ya @jeddongilvvvv https://t.co/ocJ6IDdI5p","0","1","0","0","in","1.3007659563318E+18","1.715289954577E+18","sellkpopdata","https://twitter.com/sellkpopdata/status/1715289954576978073"
"121","Fri Oct 20 08:52:33 +0000 2023","1.7152898913311E+18","alhamdulillah dapat proyek besar lagi hehe 🙌 besok ke makassar semoga cair lagi 4 site 🙏","0","0","0","0","in","1.1450228986686E+18","1.7152898913311E+18","amyeonda","https://twitter.com/amyeonda/status/1715289891331072012"
"122","Fri Oct 20 08:52:28 +0000 2023","1.7152898710264E+18","risell 📢📢 CALLING FOR RIIZE COLLECTOR  Bingung nyari WL dimana?? Sini yuk join G0 RIIZE ONLY kitaa 🤗 Sering drop pisi murce2 🤩 ☑️Personal Or-der ☑️Rate Ren-dah 🇰🇷11.8🇹🇭450🇯🇵110🇮🇩3k 📍Makassar, JKT Link di rep ya @jeddongilvvvv https://t.co/X0L9OqpX4q","0","1","0","0","in","2757465525","1.7152898710264E+18","tokoriize","https://twitter.com/tokoriize/status/1715289871026384925"
"123","Fri Oct 20 08:50:23 +0000 2023","1.7152893480303E+18","@dennmm22 Ku tunggu ki di makassar nah","0","0","0","0","in","1.6803905360905E+18","1.7151949739338E+18","Alfianmusa90326","https://twitter.com/Alfianmusa90326/status/1715289348030304443"
"124","Fri Oct 20 08:49:14 +0000 2023","1.7152890556412E+18","🏆 19:00 PSM Makassar vs Arema 0 : 3/4  #aremamania #arema #psmmakassar #ligaindonesia #briliga1 #parlaybola #prediksibola #sbobet #parlay #bolaparlay #tipsterbola #taruhanparlay #beritabola #maxbet #judibola #bolanet #royal928 https://t.co/4idvgaHccy","0","0","0","0","in","1.2788971113675E+18","1.7152890556412E+18","Royal928G","https://twitter.com/Royal928G/status/1715289055641182487"
"125","Fri Oct 20 08:46:33 +0000 2023","1.7152883808196E+18","@jefrinichol @dewimaysaa @azfwul @Bylksn @cgaretsaftrmeal @HlGHTHERAPY Kalo takut ke Makassar bilang aja bang. Gak usah malu.  Udah sono, ngeganja lagi....","0","0","0","0","in","70963837","1.7146931893688E+18","codoix","https://twitter.com/codoix/status/1715288380819554311"
"126","Fri Oct 20 08:46:23 +0000 2023","1.7152883385913E+18","@jefrinichol @aswin_permadi18 @cgaretsaftrmeal @HlGHTHERAPY sono jep,temuin orng makassar tuh gw yg pernah tinggal disana sih ogah punya urusan sama orng sono, lu bacot gini krn tinggal di jawa,coba lu ke sumatera,kalimantan atau sulawesi pasti rumah lu di ketok orang tiap hari","0","0","0","0","in","3091022203","1.7146931893688E+18","ciptaningh","https://twitter.com/ciptaningh/status/1715288338591277551"
"127","Fri Oct 20 08:45:09 +0000 2023","1.7152880317989E+18","Ada diskon 65% nih jadi Rp169.500. Cek di Tokopedia, deh https://t.co/0O5jPxWD89 The Corrs Bersih INA We Love You Gulf Publish Persebaya Day ADA SERATUS Yuuji Nabilataqiyyah Brownies Makassar Suzy Ketua KPK Mendung Galaxy S23 FE Airlangga Doona Go Youn Jung Jepri #スーパーマリオ https://t.co/FKcsDSsQzX","0","0","0","0","in","2819503668","1.7152880317989E+18","elpoedjangga","https://twitter.com/elpoedjangga/status/1715288031798894974"
"128","Fri Oct 20 08:44:07 +0000 2023","1.7152877684051E+18","Min tolong tayangin 30days di cgv makassar 😭🙏","0","0","0","0","tl","1.3814606500613E+18","1.7152877684051E+18","ikonicsta","https://twitter.com/ikonicsta/status/1715287768405078119"
"129","Fri Oct 20 08:43:21 +0000 2023","1.7152875777613E+18","Mal Nipah di Makassar ditutup sementara pada Jumat (20/10) karena krisis air bersih. #nesupdate #update #news #text https://t.co/0kj4fjEmBy","0","0","0","1","in","7.5969275498524E+17","1.7152875777613E+18","kumparan","https://twitter.com/kumparan/status/1715287577761292696"
"130","Fri Oct 20 08:43:00 +0000 2023","1.7152874884395E+18","Such a great experience bisa ikut AHLF Ke makassar, dan first time ever naek pesawat dan sebangga itu sm diri sendiri, ditambah dapet temen2 makassar yg super baik bgtt, selalu ngajak keliling mks smpe pas balik se sedih itu smpe nangis sesenggukan rasanya 🥹 https://t.co/dHXto8DPpN","0","0","0","0","in","9.1232003947003E+17","1.7152874884395E+18","pengabdi_santan","https://twitter.com/pengabdi_santan/status/1715287488439476239"
"131","Fri Oct 20 08:42:42 +0000 2023","1.7152874132272E+18","Ada diskon 67% nih jadi Rp149.000. Cek di Tokopedia, deh https://t.co/KPIuvMT6zv Jepri GoYounJoung Doona Airlangga Galaxy S23 FE Mendung Ketua KPK Suzy Makassar Brownies Mabilataqiyyah Yuuji Ada  Seratus Persebaya Day Publish We Love You Gulf Bersih INA The Corss スーパーマリオ https://t.co/g4yfld0CZi","0","0","0","0","ja","2819503668","1.7152874132272E+18","elpoedjangga","https://twitter.com/elpoedjangga/status/1715287413227184458"
"132","Fri Oct 20 08:41:38 +0000 2023","1.7152871452741E+18","@sediterus @MakassarFess pln makassar.","0","0","0","0","in","1.5554591227785E+18","1.7152340488583E+18","_speedslave","https://twitter.com/_speedslave/status/1715287145274122585"
"133","Fri Oct 20 08:40:13 +0000 2023","1.715286788926E+18","16.40 SImpang Mandai terpantau ramai lancar. #CCTVDiskominfoMKS *er https://t.co/PPSBDBzxlr","0","0","0","0","in","2476319472","1.715286788926E+18","DiskominfoMKS","https://twitter.com/DiskominfoMKS/status/1715286788925968444"
"134","Fri Oct 20 08:39:41 +0000 2023","1.7152866535129E+18","16.39 Hertasning-Toddopuli terpantau ramai lancar. #CCTVDiskominfoMKS *er https://t.co/Mnc9xwEsbg","0","0","0","0","in","2476319472","1.7152866535129E+18","DiskominfoMKS","https://twitter.com/DiskominfoMKS/status/1715286653512888478"
"135","Fri Oct 20 08:38:45 +0000 2023","1.7152864177888E+18","16.38 Toddopuli-Anggrek Raya terpantau ramai lancar. #CCTVDiskominfoMKS *er https://t.co/y8negbYULd","0","0","0","0","in","2476319472","1.7152864177888E+18","DiskominfoMKS","https://twitter.com/DiskominfoMKS/status/1715286417788797259"
"136","Fri Oct 20 08:33:44 +0000 2023","1.7152851576186E+18","BO/VCS/PIJIT🍭 MAIN RASA PACAR SENDIRI🍾🍷 TELEGRAM: https://t.co/UtfQKvenug  #Bomakassar #availmakassar #Pijitmakassar #makassarbo https://t.co/ApnJnYeBBp","0","0","0","1","in","1.5683024043656E+18","1.7152851576186E+18","putrisintiaa1","https://twitter.com/putrisintiaa1/status/1715285157618627047"
"137","Fri Oct 20 08:33:41 +0000 2023","1.7152851432321E+18","@CNNIndonesia makassar,sulsel,maluku,ntb pasangan amin unggul","0","0","0","0","in","1.6862387971248E+18","1.7152042272436E+18","kevindehai66944","https://twitter.com/kevindehai66944/status/1715285143232098809"
"138","Fri Oct 20 08:33:28 +0000 2023","1.715285090883E+18","@melanchorely dahal gue orang bdg nape jauh bgt nyasar ke makassar","0","0","0","0","in","1.4263384162292E+18","1.7150034261979E+18","sawakosbf","https://twitter.com/sawakosbf/status/1715285090883039497"
"139","Fri Oct 20 08:32:59 +0000 2023","1.7152849675537E+18","eaaaaa takut sama orang makassar 🤣🤣","0","0","0","0","in","1200406465","1.7152849675537E+18","realllltiara","https://twitter.com/realllltiara/status/1715284967553741173"
"140","Fri Oct 20 08:32:13 +0000 2023","1.715284776176E+18","Pelantikan LDII Kota Makassar: Memandu Masa Depan Umat: Pelantikan pengurus Dewan Pimpinan Daerah Lembaga Dakwah Islam Indonesia (LDII) Kota Makassar akan digelar di Universitas Fajar,… https://t.co/pBUv56GQvv #Makassar #LDIIKotaMakassar #Masadepanumat #PelantikanLDIIMakassar","0","0","0","0","in","123757780","1.715284776176E+18","terkinidotid","https://twitter.com/terkinidotid/status/1715284776176029965"
"141","Fri Oct 20 08:32:09 +0000 2023","1.7152847576246E+18","baru sadar ini dia nantang orang makassar.. baru keluar bandara udah penyok u, coba aja, no ring, langsung di tempat 😭🤌🏻 u orang luar sok2an nantangin daerah yg persaudaraannya ketat, gak kenalpun asal sama daerah mereka bakal saling bantu, and not to mention parang"" exist 🤣""","0","0","0","0","in","1200406465","1.7152847576246E+18","realllltiara","https://twitter.com/realllltiara/status/1715284757624557788"
"142","Fri Oct 20 08:31:59 +0000 2023","1.7152847163904E+18","Para nelayan di Kecamatan Kepulauan Sangkarrang, Kota Makassar menggelar deklarasi di atas laut. Itu untuk menyatakan dukungan terhadap Prabowo Subianto sebagai Presiden Republik Indonesia.  https://t.co/5wTlmj55xC","0","0","0","0","in","1.6985801330689E+18","1.7152847163904E+18","heralddotID","https://twitter.com/heralddotID/status/1715284716390371338"
"143","Fri Oct 20 08:31:36 +0000 2023","1.7152846194978E+18","di PT Nippon Indosari Corpindo, Tbk Plant Makassar yang dibawakan oleh Penanggung Jawab Samsat Makassar II, Mukhlis.  Dalam kesempatan itu, turut disampaikan jumlah santunan yang telah diserahkan kepada masyarakat korban laka lantas untuk wilayah kerja","0","1","0","0","in","1.0238284481821E+18","1.7152844929763E+18","JR_Sulsel","https://twitter.com/JR_Sulsel/status/1715284619497763195"
"144","Fri Oct 20 08:31:16 +0000 2023","1.7152845363455E+18","jumat jeon mendung minggu tolol raisa makestar bakri the corrs publish pks jungkook doona vidi avkor leunca firli jurusan prabowo korsel mom sorry menkopolhukam nabila hoshi nama shirtless yuuji makassar tantrum kura-kura zendaya dj jihoon jepri mahfud","0","0","0","0","in","1.6769938875656E+18","1.7152845363455E+18","denisa_rea","https://twitter.com/denisa_rea/status/1715284536345473149"
"145","Fri Oct 20 08:30:07 +0000 2023","1.7152842485913E+18","Berikut prediksi PSM Makassar versus Arema FC pada pekan ke-15 Liga 1 2023/2024. Duel ini akan digelar di Stadion Gelora B.J Habibie (GBH), Kota Parepare pada Jumat, 20 Oktober 2023 mulai pukul 19:00 WIB.  https://t.co/S87tSTEKoX","0","0","0","0","in","1.6985801330689E+18","1.7152842485913E+18","heralddotID","https://twitter.com/heralddotID/status/1715284248591298984"
"146","Fri Oct 20 08:30:01 +0000 2023","1.7152842207118E+18","Pelatih Arema FC, Fernando Valente, telah mempelajari gaya permainan PSM Makassar menjelang pertemuan keduanya dalam pekan ke-16 Liga 1 Indonesia, dengan penekanan pada gaya permainan agresif dan keahlian dalam bola mati serta umpan jauh. https://t.co/QOnGBaj4Jw","0","0","0","0","in","18129942","1.7152842207118E+18","tempodotco","https://twitter.com/tempodotco/status/1715284220711776656"
"147","Fri Oct 20 08:29:45 +0000 2023","1.7152841529192E+18","@Wafikkk28 @dhkrmdhan @aditfrmnsyhh ngeri kalo orang Makassar udah marah","0","0","0","0","in","1445283126","1.7152615678295E+18","3Section_","https://twitter.com/3Section_/status/1715284152919241151"
"148","Fri Oct 20 08:29:40 +0000 2023","1.7152841318596E+18","16.28 Arus lalin sekitar wilayah Masjid Muh Chengho terpantau ramai lancar. Gunakan lampu sen untuk pindah lajur jalan. #CCTVDiskominfoMKS *rk https://t.co/tkZ6O8EgQw","0","0","0","0","in","2476319472","1.7152841318596E+18","DiskominfoMKS","https://twitter.com/DiskominfoMKS/status/1715284131859562947"
"149","Fri Oct 20 08:28:17 +0000 2023","1.7152837872094E+18","@cgaretsaftrmeal blm natau ini kalo org makassar marah bemana kak","0","0","0","0","in","3274793413","1.7151735874754E+18","americanomin","https://twitter.com/americanomin/status/1715283787209437477"
"150","Fri Oct 20 08:28:09 +0000 2023","1.7152837526819E+18","jumat avkor leunca firli jurusan prabowo korsel mom sorry menkopolhukam nabila hoshi nama shirtless yuuji makassar tantrum kura-kura zendaya dj jihoon jepri mahfud mendung minggu tolol raisa makestar bakri the corrs publish pks jeon jungkook doona vidi","0","0","0","0","in","1.6781811132889E+18","1.7152837526819E+18","gennzzet","https://twitter.com/gennzzet/status/1715283752681918761"
"151","Fri Oct 20 08:26:41 +0000 2023","1.7152833812512E+18","jumat jeon jungkook doona vidi avkor leunca firli jurusan prabowo korsel mom sorry menkopolhukam nabila hoshi nama shirtless yuuji makassar tantrum kura-kura zendaya dj jihoon jepri mahfud mendung minggu tolol raisa makestar bakri the corrs publish pk","0","0","0","0","in","1.658719489851E+18","1.7152833812512E+18","AesaSteffany","https://twitter.com/AesaSteffany/status/1715283381251162475"
"152","Fri Oct 20 08:26:34 +0000 2023","1.7152833512828E+18","5 Tempat Sarapan Enak di Makassar, dari Bubur Ayam sampai Songkolo https://t.co/AXnuZhZsSN via @idntimes","0","0","0","0","in","100681091","1.7152833512828E+18","ayat_alsair","https://twitter.com/ayat_alsair/status/1715283351282794719"
"153","Fri Oct 20 08:25:35 +0000 2023","1.715283104121E+18","Wiljan Pluim Hengkang, Lini Tengah PSM Makassar Semakin Berlubang https://t.co/zIyevQVKJL via @idntimes","0","0","0","0","in","100681091","1.715283104121E+18","ayat_alsair","https://twitter.com/ayat_alsair/status/1715283104120950861"
"154","Fri Oct 20 08:25:01 +0000 2023","1.7152829622485E+18","kerja di jawa apalagi around ibukota itu enak ya ternyata, peradaban maju, ramai, apa aja ada, hiburan melimpah. kalo seandainya februari kmrn jd ambil di medan aceh atau bulan lalu nekat ambil makassar ga kesampean deh nonton konser gtu gtu hmmmm","0","0","0","0","in","1.1458449053081E+18","1.7152829622485E+18","noturtoyss","https://twitter.com/noturtoyss/status/1715282962248511859"
"155","Fri Oct 20 08:24:23 +0000 2023","1.7152828043289E+18","Talenta hip hop terdepan Makassar, Ande Andee ajak serta sang istri untuk kolaborasi bersama di single terbaru #kabarmilisi https://t.co/9AUbuJYtN2","0","0","0","1","in","1.371236609929E+18","1.7152828043289E+18","MilisiId","https://twitter.com/MilisiId/status/1715282804328870321"
"156","Fri Oct 20 08:22:44 +0000 2023","1.7152823876163E+18","trending makassar agak lain yah isinya","0","0","0","1","in","4893724579","1.7152823876163E+18","yangpunyagaje","https://twitter.com/yangpunyagaje/status/1715282387616297058"
"157","Fri Oct 20 08:22:37 +0000 2023","1.7152823585498E+18","16:22 Bontolempangan - Sawerigading terpantau ramai lancar, gunakan selalu sabuk keselamatan saat anda berkendara  #CCTVDiskominfoMKS A.W https://t.co/G08xVbS4Dz","0","0","0","0","in","2476319472","1.7152823585498E+18","DiskominfoMKS","https://twitter.com/DiskominfoMKS/status/1715282358549762480"
"158","Fri Oct 20 08:19:22 +0000 2023","1.7152815397207E+18","Kementerian Koperasi dan UKM (KemenKopUKM) menggandeng sejumlah perguruan tinggi salah satunya Universitas Hasanuddin (UnHas) di Makassar untuk mendorong peningkatan rasio wirausaha muda terutama dari kalangan mahasiswa atau milenial.  https://t.co/2Bt2xu5gfj","0","0","0","0","in","1.6318813045005E+18","1.7152815397207E+18","NusantaraSerayu","https://twitter.com/NusantaraSerayu/status/1715281539720724941"
"159","Fri Oct 20 08:19:10 +0000 2023","1.7152814893684E+18","Pijat semua body pegal cape masuk angin Minat inbox wa  Harga 150 ribu siap ke tempat anda 085945153692","0","0","0","0","in","1.0880721299401E+18","1.7152814893684E+18","Rafi36547060","https://twitter.com/Rafi36547060/status/1715281489368371477"
"160","Fri Oct 20 08:16:24 +0000 2023","1.7152807934704E+18","Imfo pijat area makassar perintis   #pijatmakassar","0","4","0","7","in","1.643048774473E+18","1.7152807934704E+18","AndiilhamI3196","https://twitter.com/AndiilhamI3196/status/1715280793470390459"
"161","Fri Oct 20 08:16:05 +0000 2023","1.7152807148314E+18","Terbaru, Istri Polisi Karina Dinda Lestari Diduga Jadi Korban Pemerkosaan Mahasiswa Unhas Makassar AW: Kasus istri polisi sekaligus dokter muda, Karina Dinda Lestari yang selingkuh dengan seorang… https://t.co/CidDQP8AqP #News #karinadindalestari #istripolisi #korbanpemerkosaan","0","0","0","0","in","123757780","1.7152807148314E+18","terkinidotid","https://twitter.com/terkinidotid/status/1715280714831368310"
"162","Fri Oct 20 08:15:29 +0000 2023","1.7152805631444E+18","@Fahrihamzah Betul bang.makanya Rekonsiliasi &amp  legacy Pak jokowi hrs berkelanjutan..","0","0","0","0","in","1.28226311153E+18","1.7152735303242E+18","makassar67","https://twitter.com/makassar67/status/1715280563144384638"
"163","Fri Oct 20 08:15:27 +0000 2023","1.7152805576667E+18","Bulan2 lalu pas gw lg sering2nga business trip, gw ngeluh “keknya butuh istirahat deh”.  Setelah itu gw berbulan2 ga buss trip, sampe kemaren2 gw ngmg “kok gw kangen business trip ya..” tiba2 minfgu ini disuruh ke NTB &amp  minggu depan ke makassar dan manado.  Emg Tuhan mendengar🥺","0","0","0","0","in","104834462","1.7152805576667E+18","cinakelapa","https://twitter.com/cinakelapa/status/1715280557666668776"
"164","Fri Oct 20 08:14:02 +0000 2023","1.7152801996493E+18","@biscuitchizuuu Habis airnya mungkin jg, wkwkwk","0","0","0","0","in","1.1939465938519E+18","1.7152784387588E+18","MakassarXxx","https://twitter.com/MakassarXxx/status/1715280199649305053"
"165","Fri Oct 20 08:13:41 +0000 2023","1.7152801095053E+18","Digerebek Ngamar Bareng Dokter Koas di Rusunawa Unhas, Dokter Residen Aniaya Istri https://t.co/krF48mfCIU","3","2","5","11","in","439142032","1.7152801095053E+18","agakarebaa","https://twitter.com/agakarebaa/status/1715280109505318942"
"166","Fri Oct 20 08:13:39 +0000 2023","1.7152801032515E+18","LINK GACOR &gt &gt  PRAGMA123 https://t.co/0n8WvARscz Ini twitter open #vcs https://t.co/3uQwI7rpEE Makassar Mendung Gempa karna goyangan hot  #polagacorhariini #pragma123gacor  #pragma123  #fyp https://t.co/Mo5MCq07Ew","0","0","0","0","in","927769604","1.7152801032515E+18","PRAGMA123_LINK","https://twitter.com/PRAGMA123_LINK/status/1715280103251546295"
"167","Fri Oct 20 08:13:14 +0000 2023","1.7152799967457E+18","Indonesia memiliki hutan tropis yang luas dan memiliki keanekaragaman hayati yang tinggi. Hutan tropis ini merupakan habitat flora dan fauna.  .  . Yuuk jaga alam kita agar keanekaragaman hayati tetap dapat terjaga!   #smkkehutanannegerimakassar #lestarikanhutan #jagahutan #hutan https://t.co/m4MxVuFLvw","0","0","0","0","in","1.5365550004023E+18","1.7152799967457E+18","smkhutmksr","https://twitter.com/smkhutmksr/status/1715279996745658664"
"168","Fri Oct 20 08:12:23 +0000 2023","1.7152797820895E+18","16.11. Urip (depan kntr gab dinas) terpantau ramai lancar.  Hidup itu seperti mengemudi, tetaplah di jalurmu sendiri. #CCTVDiskominfoMKS *wi https://t.co/m9kpbyCpGN","0","0","0","0","in","2476319472","1.7152797820895E+18","DiskominfoMKS","https://twitter.com/DiskominfoMKS/status/1715279782089535724"
"169","Fri Oct 20 08:11:32 +0000 2023","1.7152795697235E+18","16.11. Flyover atas (urip) terpantau lancar. Berkendara lambat Berkendara dengan aman Hidup tidak ada cadangannya. #CCTVDiskominfoMKS *wi https://t.co/LZkTlgePYJ","0","0","0","0","in","2476319472","1.7152795697235E+18","DiskominfoMKS","https://twitter.com/DiskominfoMKS/status/1715279569723506997"
"170","Fri Oct 20 08:11:08 +0000 2023","1.7152794710526E+18","@infoXwor_ Jiahh ada yg di tarik, ga jd dong ke makassar nya? 😅","0","0","0","0","in","111858177","1.7152541761027E+18","dizzydevil1899","https://twitter.com/dizzydevil1899/status/1715279471052558802"
"171","Fri Oct 20 08:09:41 +0000 2023","1.715279105326E+18","16.09 Kumala - Andi Tonro arus lalin terpantau ramai lancar. Ingat! Patuhi selalu rambu lalu lintas. #CCTVDiskominfoMKS *rk https://t.co/LkJTvFfCgp","0","0","0","0","in","2476319472","1.715279105326E+18","DiskominfoMKS","https://twitter.com/DiskominfoMKS/status/1715279105326031327"
"172","Fri Oct 20 08:09:23 +0000 2023","1.7152790294427E+18","@infoXwor_ Kek bocil kematian njir🗿 minimal terima ajakan ke makassar lah, paling baru sampe udah kena busur🤪","0","0","0","0","in","1.495260406621E+18","1.7152541761027E+18","Zul80163616","https://twitter.com/Zul80163616/status/1715279029442654298"
"173","Fri Oct 20 08:06:57 +0000 2023","1.7152784145828E+18","jumat jeon jungkook doona vidi avkor leunca firli jurusan prabowo korsel mom sorry menkopolhukam nabila hoshi nama shirtless yuuji makassar tantrum kura-kura zendaya dj jihoon jepri mahfud mendung minggu tolol raisa makestar bakri the corrs publish army worldwide fans Jimin","0","0","0","0","in","1.5609883808211E+18","1.7152784145828E+18","zasyamood","https://twitter.com/zasyamood/status/1715278414582841708"
"174","Fri Oct 20 08:06:06 +0000 2023","1.7152782023679E+18","Proof the Truth, band alternatif rock asal Makassar rilis single kedua Menunggu"" tentang penantian akan kekasih tercinta #kabarmisi https://t.co/xXPh6t62g5""","0","0","0","0","in","1.371236609929E+18","1.7152782023679E+18","MilisiId","https://twitter.com/MilisiId/status/1715278202367877122"
"175","Fri Oct 20 08:05:57 +0000 2023","1.7152781629078E+18","jumat jeon jungkook doona vidi avkor leunca firli jurusan prabowo korsel mom sorry menkopolhukam nabila hoshi nama shirtless yuuji makassar tantrum kura-kura zendaya dj jihoon jepri mahfud mendung minggu tolol raisa makestar bakri the corrs publish pks","0","0","30","32","in","1.5609883808211E+18","1.7152781629078E+18","zasyamood","https://twitter.com/zasyamood/status/1715278162907820406"
"176","Fri Oct 20 08:02:58 +0000 2023","1.715277415508E+18","ayoo dong @pln_123 makassar , mati lampu katanya 3 jam aja tp knapa ini lebihh yaaa 😫","0","0","0","0","in","7.5364217456723E+17","1.715277415508E+18","Pcyloeyceye1127","https://twitter.com/Pcyloeyceye1127/status/1715277415507980373"
"177","Fri Oct 20 08:02:38 +0000 2023","1.7152773291053E+18","16.02 Mangerangi - Mappaodang arus lalin terpantau ramai lancar. Tetap berhati-hati, Utamakan keselamatan dalam berkendara. #CCTVDiskominfoMKS #lalinMKS *MAM https://t.co/Kp1Yr1LrVo","0","0","0","0","in","2476319472","1.7152773291053E+18","DiskominfoMKS","https://twitter.com/DiskominfoMKS/status/1715277329105330311"
"178","Fri Oct 20 08:02:23 +0000 2023","1.7152772678894E+18","Tolong gue juga mau soalnya gemey tapi makassar ngga ujan2 anjoyy 😭","0","0","0","0","in","1.6608895259028E+18","1.7152772678894E+18","bitterwonu17","https://twitter.com/bitterwonu17/status/1715277267889439063"
"179","Fri Oct 20 08:01:45 +0000 2023","1.7152771070421E+18","Honey Drew asal Makassar lepas single debut berjudul Reality"" #kabarmilisi https://t.co/Xp5EQ68352""","0","0","0","0","in","1.371236609929E+18","1.7152771070421E+18","MilisiId","https://twitter.com/MilisiId/status/1715277107042115889"
"180","Fri Oct 20 08:01:20 +0000 2023","1.7152770019329E+18","Ngidam coto makassar pake bangettt🤤🤤🤤","0","0","0","0","in","177459093","1.7152770019329E+18","nabilandila","https://twitter.com/nabilandila/status/1715277001932894256"
"181","Fri Oct 20 08:01:08 +0000 2023","1.7152769538661E+18","🔴 LIVE | Rapat Paripurna Pengumuman Pemberhentian Wakil Wali Kota Makassar Fatmawati Rusdi https://t.co/CFJbMlUYDJ","0","0","1","2","in","172790109","1.7152769538661E+18","SupirPete2","https://twitter.com/SupirPete2/status/1715276953866096841"
"182","Fri Oct 20 08:00:24 +0000 2023","1.715276769279E+18","Tidak tidur siang 🫠 #makassar https://t.co/2LY6rCyLC6","0","1","0","3","in","1.5645947291734E+18","1.715276769279E+18","akilramadhan5","https://twitter.com/akilramadhan5/status/1715276769278988407"
"183","Fri Oct 20 08:00:08 +0000 2023","1.7152766999137E+18","📅Jadwal BRI Liga 1  🔴Livescore &amp  Statistik 15:00 - Persikabo 1973 vs PSIS Semarang 🔗https://t.co/k6W1gEgv2i 15:00 - Bali United vs Persebaya Surabaya 🔗https://t.co/sZAvOGjiV0 19:00 - PSM Makassar vs Arema FC 🔗https://t.co/YfLMR3TpoI  #sepakbola #prediksibola https://t.co/VnyZZy1B0R","0","0","0","0","in","1.2927386385692E+18","1.7152766999137E+18","nowgoalsoccer","https://twitter.com/nowgoalsoccer/status/1715276699913658783"
"184","Fri Oct 20 07:59:45 +0000 2023","1.7152766028784E+18","#myim3 #im3 @indosatim3  knpa jaringan lu saat ini jelek banget dikota sebesar Makassar, lgi urgent nih gue🥵","0","1","0","0","in","1.1572147435825E+18","1.7152766028784E+18","tiktikpsng","https://twitter.com/tiktikpsng/status/1715276602878427188"
"185","Fri Oct 20 07:59:18 +0000 2023","1.7152764929667E+18","@cgaretsaftrmeal dehh takutkii ke makassar hahahah","0","0","0","0","in","1.0877050750431E+18","1.7152620514705E+18","EMedool","https://twitter.com/EMedool/status/1715276492966670528"
"186","Fri Oct 20 07:59:07 +0000 2023","1.7152764449458E+18","Boleh numpang charge gk ??? #makassar","0","4","0","9","in","1.5904817116908E+18","1.7152764449458E+18","blackpaaaaa","https://twitter.com/blackpaaaaa/status/1715276444945789428"
"187","Fri Oct 20 07:59:05 +0000 2023","1.7152764350139E+18","@rarahaitani Emma menang. Lebih bahaya cewek makassar daripada mas mas tinju amatiran. Serius ka ini wkwk","0","1","0","0","in","1.4749839212553E+18","1.7152440011532E+18","plentfeef","https://twitter.com/plentfeef/status/1715276435013898275"
"188","Fri Oct 20 07:59:01 +0000 2023","1.7152764196083E+18","Telkom Masuk Jajaran Forbes World’s Best Employer, Unggul Dari Perusahaan Terkemuka Dunia https://t.co/iz1ZGIgJke","0","0","0","0","in","1.6869425802051E+18","1.7152764196083E+18","MakassarRa4140","https://twitter.com/MakassarRa4140/status/1715276419608269128"
